parent,state_code,state,category,term,state_category_percentage,state_category_percentage_label,state_term_percentage,state_term_percentage_label
origin,NM,New Mexico,Care,burial & funeral help,0.1071,10.71%,0.085,8.5%
origin,NM,New Mexico,Care,navigating the system,0.1071,10.71%,0.1211,12.11%
origin,NM,New Mexico,Care,support groups,0.1071,10.71%,0.1627,16.27%
origin,NM,New Mexico,Care,support network,0.1071,10.71%,0.2757,27.57%
origin,NM,New Mexico,Education,31 other terms,0.0349,3.49%,0.2232,22.32%
origin,NM,New Mexico,Education,english as a second language (esl),0.0349,3.49%,0.0519,5.19%
origin,NM,New Mexico,Education,ged/high-school equivalency,0.0349,3.49%,0.0775,7.75%
origin,NM,New Mexico,Education,more education,0.0349,3.49%,0.3797,37.97%
origin,NM,New Mexico,Education,skills & training,0.0349,3.49%,0.2152,21.52%
origin,NM,New Mexico,Education,supported employment,0.0349,3.49%,0.0525,5.25%
origin,NM,New Mexico,Food,45 other terms,0.1527,15.27%,0.0925,9.25%
origin,NM,New Mexico,Food,emergency food,0.1527,15.27%,0.0648,6.4799999999999995%
origin,NM,New Mexico,Food,food delivery,0.1527,15.27%,0.0859,8.59%
origin,NM,New Mexico,Food,food pantry,0.1527,15.27%,0.6274,62.739999999999995%
origin,NM,New Mexico,Food,help pay for food,0.1527,15.27%,0.0558,5.58%
origin,NM,New Mexico,Food,meals,0.1527,15.27%,0.0735,7.35%
origin,NM,New Mexico,Goods,119 other terms,0.0598,5.9799999999999995%,0.268,26.8%
origin,NM,New Mexico,Goods,baby supplies,0.0598,5.9799999999999995%,0.0585,5.8500000000000005%
origin,NM,New Mexico,Goods,clothing,0.0598,5.9799999999999995%,0.2399,23.990000000000002%
origin,NM,New Mexico,Goods,diapers & formula,0.0598,5.9799999999999995%,0.068,6.8000000000000007%
origin,NM,New Mexico,Goods,furniture,0.0598,5.9799999999999995%,0.0811,8.1100000000000012%
origin,NM,New Mexico,Goods,home goods,0.0598,5.9799999999999995%,0.0651,6.5100000000000007%
origin,NM,New Mexico,Goods,personal care items,0.0598,5.9799999999999995%,0.0625,6.25%
origin,NM,New Mexico,Goods,toys & gifts,0.0598,5.9799999999999995%,0.1569,15.690000000000001%
origin,NM,New Mexico,Health,375 other terms,0.1302,13.020000000000001%,0.5649,56.489999999999995%
origin,NM,New Mexico,Health,health education,0.1302,13.020000000000001%,0.0721,7.21%
origin,NM,New Mexico,Health,help pay for healthcare,0.1302,13.020000000000001%,0.1246,12.46%
origin,NM,New Mexico,Health,medical care,0.1302,13.020000000000001%,0.1066,10.66%
origin,NM,New Mexico,Health,medical supplies,0.1302,13.020000000000001%,0.0618,6.18%
origin,NM,New Mexico,Health,mental health care,0.1302,13.020000000000001%,0.07,7.0000000000000009%
origin,NM,New Mexico,Housing,247 other terms,0.2519,25.19%,0.2828,28.28%
origin,NM,New Mexico,Housing,help find housing,0.2519,25.19%,0.0946,9.46%
origin,NM,New Mexico,Housing,help pay for housing,0.2519,25.19%,0.3172,31.72%
origin,NM,New Mexico,Housing,help pay for utilities,0.2519,25.19%,0.1594,15.939999999999998%
origin,NM,New Mexico,Housing,housing vouchers,0.2519,25.19%,0.0782,7.82%
origin,NM,New Mexico,Housing,temporary shelter,0.2519,25.19%,0.0677,6.77%
origin,NM,New Mexico,Legal,40 other terms,0.0217,2.17%,0.149,14.899999999999999%
origin,NM,New Mexico,Legal,advocacy & legal aid,0.0217,2.17%,0.4767,47.67%
origin,NM,New Mexico,Legal,citizenship & immigration,0.0217,2.17%,0.154,15.4%
origin,NM,New Mexico,Legal,representation,0.0217,2.17%,0.1487,14.87%
origin,NM,New Mexico,Legal,translation & interpretation,0.0217,2.17%,0.0717,7.17%
origin,NM,New Mexico,Money,86 other terms,0.1528,15.28%,0.276,27.6%
origin,NM,New Mexico,Money,financial assistance,0.1528,15.28%,0.5791,57.91%
origin,NM,New Mexico,Money,government benefits,0.1528,15.28%,0.0504,5.04%
origin,NM,New Mexico,Money,help pay for car,0.1528,15.28%,0.0946,9.46%
origin,NM,New Mexico,Other,1193 other terms,0.0179,1.79%,0.8881,88.81%
origin,NM,New Mexico,Other,homeless,0.0179,1.79%,0.1119,11.19%
origin,NM,New Mexico,Transit,52 other terms,0.0608,6.08%,0.0894,8.94%
origin,NM,New Mexico,Transit,help pay for gas,0.0608,6.08%,0.1431,14.31%
origin,NM,New Mexico,Transit,help pay for transit,0.0608,6.08%,0.1115,11.15%
origin,NM,New Mexico,Transit,transportation,0.0608,6.08%,0.4516,45.16%
origin,NM,New Mexico,Transit,transportation for healthcare,0.0608,6.08%,0.2044,20.44%
origin,NM,New Mexico,Work,18 other terms,0.0102,1.02%,0.1017,10.17%
origin,NM,New Mexico,Work,help find work,0.0102,1.02%,0.4191,41.91%
origin,NM,New Mexico,Work,job placement,0.0102,1.02%,0.4793,47.93%
"",NM,New Mexico,origin,origin,0,"",0,""
origin,NV,Nevada,Care,170 other terms,0.0856,8.5599999999999987%,0.3604,36.04%
origin,NV,Nevada,Care,animal welfare,0.0856,8.5599999999999987%,0.1848,18.48%
origin,NV,Nevada,Care,burial & funeral help,0.0856,8.5599999999999987%,0.0558,5.58%
origin,NV,Nevada,Care,navigating the system,0.0856,8.5599999999999987%,0.0646,6.4600000000000009%
origin,NV,Nevada,Care,support groups,0.0856,8.5599999999999987%,0.1894,18.94%
origin,NV,Nevada,Care,support network,0.0856,8.5599999999999987%,0.145,14.499999999999998%
origin,NV,Nevada,Education,42 other terms,0.0283,2.83%,0.2451,24.51%
origin,NV,Nevada,Education,english as a second language (esl),0.0283,2.83%,0.0909,9.09%
origin,NV,Nevada,Education,ged/high-school equivalency,0.0283,2.83%,0.0547,5.47%
origin,NV,Nevada,Education,more education,0.0283,2.83%,0.2092,20.919999999999998%
origin,NV,Nevada,Education,skills & training,0.0283,2.83%,0.1723,17.23%
origin,NV,Nevada,Education,specialized training,0.0283,2.83%,0.1105,11.05%
origin,NV,Nevada,Education,supported employment,0.0283,2.83%,0.1173,11.73%
origin,NV,Nevada,Food,59 other terms,0.1953,19.53%,0.1443,14.430000000000001%
origin,NV,Nevada,Food,emergency food,0.1953,19.53%,0.0637,6.370000000000001%
origin,NV,Nevada,Food,food delivery,0.1953,19.53%,0.1138,11.379999999999999%
origin,NV,Nevada,Food,food pantry,0.1953,19.53%,0.6206,62.06%
origin,NV,Nevada,Food,help pay for food,0.1953,19.53%,0.0577,5.7700000000000005%
origin,NV,Nevada,Goods,164 other terms,0.0605,6.05%,0.3401,34.01%
origin,NV,Nevada,Goods,baby supplies,0.0605,6.05%,0.1316,13.16%
origin,NV,Nevada,Goods,clothing,0.0605,6.05%,0.2003,20.03%
origin,NV,Nevada,Goods,diapers & formula,0.0605,6.05%,0.0767,7.6700000000000008%
origin,NV,Nevada,Goods,furniture,0.0605,6.05%,0.0932,9.32%
origin,NV,Nevada,Goods,personal care items,0.0605,6.05%,0.0681,6.81%
origin,NV,Nevada,Goods,toys & gifts,0.0605,6.05%,0.0899,8.99%
origin,NV,Nevada,Health,512 other terms,0.113,11.3%,0.7236,72.36%
origin,NV,Nevada,Health,community support services,0.113,11.3%,0.0555,5.55%
origin,NV,Nevada,Health,dental care,0.113,11.3%,0.0726,7.26%
origin,NV,Nevada,Health,help pay for healthcare,0.113,11.3%,0.0858,8.58%
origin,NV,Nevada,Health,medical care,0.113,11.3%,0.0625,6.25%
origin,NV,Nevada,Housing,311 other terms,0.2559,25.590000000000003%,0.2956,29.56%
origin,NV,Nevada,Housing,help find housing,0.2559,25.590000000000003%,0.1068,10.68%
origin,NV,Nevada,Housing,help pay for housing,0.2559,25.590000000000003%,0.2896,28.96%
origin,NV,Nevada,Housing,help pay for utilities,0.2559,25.590000000000003%,0.1274,12.740000000000002%
origin,NV,Nevada,Housing,housing,0.2559,25.590000000000003%,0.0571,5.71%
origin,NV,Nevada,Housing,housing vouchers,0.2559,25.590000000000003%,0.0604,6.04%
origin,NV,Nevada,Housing,temporary shelter,0.2559,25.590000000000003%,0.0632,6.32%
origin,NV,Nevada,Legal,57 other terms,0.0176,1.76%,0.1583,15.83%
origin,NV,Nevada,Legal,advocacy & legal aid,0.0176,1.76%,0.2088,20.880000000000003%
origin,NV,Nevada,Legal,citizenship & immigration,0.0176,1.76%,0.1088,10.879999999999999%
origin,NV,Nevada,Legal,discrimination & civil rights,0.0176,1.76%,0.0535,5.35%
origin,NV,Nevada,Legal,identification recovery,0.0176,1.76%,0.1773,17.73%
origin,NV,Nevada,Legal,representation,0.0176,1.76%,0.1728,17.28%
origin,NV,Nevada,Legal,translation & interpretation,0.0176,1.76%,0.0699,6.99%
origin,NV,Nevada,Legal,workplace rights,0.0176,1.76%,0.0507,5.07%
origin,NV,Nevada,Money,126 other terms,0.1173,11.73%,0.3253,32.53%
origin,NV,Nevada,Money,financial aid & loans,0.1173,11.73%,0.0764,7.64%
origin,NV,Nevada,Money,financial assistance,0.1173,11.73%,0.4499,44.99%
origin,NV,Nevada,Money,help pay for car,0.1173,11.73%,0.1485,14.85%
origin,NV,Nevada,Other,2261 other terms,0.0254,2.54%,0.8995,89.95%
origin,NV,Nevada,Other,pregnant,0.0254,2.54%,0.1005,10.05%
origin,NV,Nevada,Transit,73 other terms,0.0846,8.4599999999999991%,0.0363,3.63%
origin,NV,Nevada,Transit,bus passes,0.0846,8.4599999999999991%,0.2428,24.279999999999998%
origin,NV,Nevada,Transit,help pay for gas,0.0846,8.4599999999999991%,0.1141,11.41%
origin,NV,Nevada,Transit,help pay for transit,0.0846,8.4599999999999991%,0.0802,8.02%
origin,NV,Nevada,Transit,transportation,0.0846,8.4599999999999991%,0.3248,32.48%
origin,NV,Nevada,Transit,transportation for healthcare,0.0846,8.4599999999999991%,0.2018,20.18%
origin,NV,Nevada,Work,21 other terms,0.0165,1.6500000000000001%,0.1122,11.219999999999999%
origin,NV,Nevada,Work,help find work,0.0165,1.6500000000000001%,0.4573,45.73%
origin,NV,Nevada,Work,job placement,0.0165,1.6500000000000001%,0.4305,43.05%
"",NV,Nevada,origin,origin,0,"",0,""
origin,NY,New York,Care,285 other terms,0.0672,6.72%,0.5983,59.830000000000005%
origin,NY,New York,Care,animal welfare,0.0672,6.72%,0.0757,7.57%
origin,NY,New York,Care,bereavement,0.0672,6.72%,0.072,7.1999999999999993%
origin,NY,New York,Care,support groups,0.0672,6.72%,0.167,16.7%
origin,NY,New York,Care,support network,0.0672,6.72%,0.0869,8.6900000000000013%
origin,NY,New York,Education,96 other terms,0.0414,4.14%,0.2024,20.24%
origin,NY,New York,Education,computer class,0.0414,4.14%,0.0635,6.35%
origin,NY,New York,Education,english as a second language (esl),0.0414,4.14%,0.2321,23.21%
origin,NY,New York,Education,ged/high-school equivalency,0.0414,4.14%,0.0928,9.28%
origin,NY,New York,Education,more education,0.0414,4.14%,0.0724,7.24%
origin,NY,New York,Education,skills & training,0.0414,4.14%,0.113,11.3%
origin,NY,New York,Education,specialized training,0.0414,4.14%,0.1241,12.41%
origin,NY,New York,Education,supported employment,0.0414,4.14%,0.0996,9.9599999999999991%
origin,NY,New York,Food,117 other terms,0.2528,25.28%,0.1816,18.16%
origin,NY,New York,Food,food delivery,0.2528,25.28%,0.0853,8.53%
origin,NY,New York,Food,food pantry,0.2528,25.28%,0.304,30.4%
origin,NY,New York,Food,meals,0.2528,25.28%,0.0886,8.86%
origin,NY,New York,Food,pantry,0.2528,25.28%,0.3405,34.050000000000004%
origin,NY,New York,Goods,312 other terms,0.0731,7.31%,0.3525,35.25%
origin,NY,New York,Goods,baby supplies,0.0731,7.31%,0.0923,9.2299999999999986%
origin,NY,New York,Goods,clothing,0.0731,7.31%,0.2049,20.49%
origin,NY,New York,Goods,diapers & formula,0.0731,7.31%,0.1515,15.15%
origin,NY,New York,Goods,furniture,0.0731,7.31%,0.13,13%
origin,NY,New York,Goods,toys & gifts,0.0731,7.31%,0.0688,6.88%
origin,NY,New York,Health,903 other terms,0.1033,10.33%,0.8803,88.03%
origin,NY,New York,Health,dental care,0.1033,10.33%,0.0584,5.84%
origin,NY,New York,Health,help pay for healthcare,0.1033,10.33%,0.0613,6.13%
origin,NY,New York,Housing,547 other terms,0.2372,23.72%,0.3197,31.97%
origin,NY,New York,Housing,help find housing,0.2372,23.72%,0.1488,14.879999999999999%
origin,NY,New York,Housing,help pay for housing,0.2372,23.72%,0.2108,21.08%
origin,NY,New York,Housing,help pay for utilities,0.2372,23.72%,0.1253,12.53%
origin,NY,New York,Housing,housing vouchers,0.2372,23.72%,0.0517,5.17%
origin,NY,New York,Housing,temporary shelter,0.2372,23.72%,0.1438,14.38%
origin,NY,New York,Legal,107 other terms,0.0191,1.91%,0.3117,31.169999999999998%
origin,NY,New York,Legal,advocacy & legal aid,0.0191,1.91%,0.2137,21.37%
origin,NY,New York,Legal,citizenship & immigration,0.0191,1.91%,0.28,28.000000000000004%
origin,NY,New York,Legal,representation,0.0191,1.91%,0.1946,19.46%
origin,NY,New York,Money,170 other terms,0.082,8.2000000000000011%,0.3726,37.26%
origin,NY,New York,Money,financial aid & loans,0.082,8.2000000000000011%,0.078,7.8%
origin,NY,New York,Money,financial assistance,0.082,8.2000000000000011%,0.3709,37.09%
origin,NY,New York,Money,help pay for car,0.082,8.2000000000000011%,0.114,11.4%
origin,NY,New York,Money,personal loans,0.082,8.2000000000000011%,0.0646,6.4600000000000009%
origin,NY,New York,Other,8184 other terms,0.0241,2.41%,0.8941,89.41%
origin,NY,New York,Other,childcare resources,0.0241,2.41%,0.0525,5.25%
origin,NY,New York,Other,education resources,0.0241,2.41%,0.0534,5.34%
origin,NY,New York,Transit,100 other terms,0.0799,7.99%,0.0447,4.47%
origin,NY,New York,Transit,bus passes,0.0799,7.99%,0.0735,7.35%
origin,NY,New York,Transit,help pay for gas,0.0799,7.99%,0.0585,5.8500000000000005%
origin,NY,New York,Transit,help pay for transit,0.0799,7.99%,0.0671,6.7100000000000009%
origin,NY,New York,Transit,transportation,0.0799,7.99%,0.5649,56.489999999999995%
origin,NY,New York,Transit,transportation for healthcare,0.0799,7.99%,0.1913,19.13%
origin,NY,New York,Work,47 other terms,0.0199,1.9900000000000002%,0.1227,12.27%
origin,NY,New York,Work,help find work,0.0199,1.9900000000000002%,0.3273,32.73%
origin,NY,New York,Work,job placement,0.0199,1.9900000000000002%,0.55,55.000000000000007%
"",NY,New York,origin,origin,0,"",0,""
origin,OH,Ohio,Care,252 other terms,0.0713,7.13%,0.461,46.1%
origin,OH,Ohio,Care,animal welfare,0.0713,7.13%,0.094,9.4%
origin,OH,Ohio,Care,burial & funeral help,0.0713,7.13%,0.0699,6.99%
origin,OH,Ohio,Care,care,0.0713,7.13%,0.1216,12.16%
origin,OH,Ohio,Care,support groups,0.0713,7.13%,0.1718,17.18%
origin,OH,Ohio,Care,support network,0.0713,7.13%,0.0818,8.18%
origin,OH,Ohio,Education,67 other terms,0.0272,2.7199999999999998%,0.2505,25.05%
origin,OH,Ohio,Education,education,0.0272,2.7199999999999998%,0.2377,23.77%
origin,OH,Ohio,Education,english as a second language (esl),0.0272,2.7199999999999998%,0.1428,14.280000000000001%
origin,OH,Ohio,Education,more education,0.0272,2.7199999999999998%,0.1042,10.42%
origin,OH,Ohio,Education,skills & training,0.0272,2.7199999999999998%,0.0878,8.7800000000000011%
origin,OH,Ohio,Education,specialized training,0.0272,2.7199999999999998%,0.0963,9.629999999999999%
origin,OH,Ohio,Education,supported employment,0.0272,2.7199999999999998%,0.0808,8.08%
origin,OH,Ohio,Food,113 other terms,0.1914,19.139999999999997%,0.1126,11.26%
origin,OH,Ohio,Food,emergency food,0.1914,19.139999999999997%,0.0731,7.31%
origin,OH,Ohio,Food,food delivery,0.1914,19.139999999999997%,0.1386,13.86%
origin,OH,Ohio,Food,food pantry,0.1914,19.139999999999997%,0.541,54.1%
origin,OH,Ohio,Food,help pay for food,0.1914,19.139999999999997%,0.0679,6.79%
origin,OH,Ohio,Food,meals,0.1914,19.139999999999997%,0.0667,6.67%
origin,OH,Ohio,Goods,302 other terms,0.0863,8.63%,0.3216,32.16%
origin,OH,Ohio,Goods,baby supplies,0.0863,8.63%,0.0844,8.44%
origin,OH,Ohio,Goods,clothing,0.0863,8.63%,0.2671,26.71%
origin,OH,Ohio,Goods,diapers & formula,0.0863,8.63%,0.0681,6.81%
origin,OH,Ohio,Goods,furniture,0.0863,8.63%,0.1345,13.450000000000001%
origin,OH,Ohio,Goods,home goods,0.0863,8.63%,0.0592,5.92%
origin,OH,Ohio,Goods,toys & gifts,0.0863,8.63%,0.065,6.5%
origin,OH,Ohio,Health,818 other terms,0.1092,10.92%,0.7256,72.56%
origin,OH,Ohio,Health,dental care,0.1092,10.92%,0.056,5.6000000000000005%
origin,OH,Ohio,Health,health,0.1092,10.92%,0.0892,8.92%
origin,OH,Ohio,Health,help pay for healthcare,0.1092,10.92%,0.0731,7.31%
origin,OH,Ohio,Health,medical supplies,0.1092,10.92%,0.0561,5.6099999999999994%
origin,OH,Ohio,Housing,555 other terms,0.2822,28.22%,0.3205,32.05%
origin,OH,Ohio,Housing,help find housing,0.2822,28.22%,0.0991,9.91%
origin,OH,Ohio,Housing,help pay for housing,0.2822,28.22%,0.2662,26.619999999999997%
origin,OH,Ohio,Housing,help pay for utilities,0.2822,28.22%,0.1749,17.49%
origin,OH,Ohio,Housing,maintenance & repairs,0.2822,28.22%,0.0529,5.29%
origin,OH,Ohio,Housing,temporary shelter,0.2822,28.22%,0.0865,8.6499999999999986%
origin,OH,Ohio,Legal,85 other terms,0.0155,1.55%,0.2991,29.909999999999997%
origin,OH,Ohio,Legal,advocacy & legal aid,0.0155,1.55%,0.275,27.500000000000004%
origin,OH,Ohio,Legal,citizenship & immigration,0.0155,1.55%,0.1022,10.22%
origin,OH,Ohio,Legal,legal,0.0155,1.55%,0.1409,14.09%
origin,OH,Ohio,Legal,representation,0.0155,1.55%,0.1829,18.29%
origin,OH,Ohio,Money,153 other terms,0.1081,10.81%,0.2861,28.610000000000003%
origin,OH,Ohio,Money,financial,0.1081,10.81%,0.0556,5.56%
origin,OH,Ohio,Money,financial aid & loans,0.1081,10.81%,0.0594,5.94%
origin,OH,Ohio,Money,financial assistance,0.1081,10.81%,0.3963,39.629999999999995%
origin,OH,Ohio,Money,help pay for car,0.1081,10.81%,0.1514,15.14%
origin,OH,Ohio,Money,personal loans,0.1081,10.81%,0.0513,5.13%
origin,OH,Ohio,Other,5559 other terms,0.0187,1.87%,0.9172,91.72%
origin,OH,Ohio,Other,single parent,0.0187,1.87%,0.0828,8.28%
origin,OH,Ohio,Transit,97 other terms,0.0759,7.59%,0.0662,6.6199999999999992%
origin,OH,Ohio,Transit,bus passes,0.0759,7.59%,0.1046,10.459999999999999%
origin,OH,Ohio,Transit,help pay for gas,0.0759,7.59%,0.1182,11.82%
origin,OH,Ohio,Transit,help pay for transit,0.0759,7.59%,0.0811,8.1100000000000012%
origin,OH,Ohio,Transit,transportation,0.0759,7.59%,0.4455,44.55%
origin,OH,Ohio,Transit,transportation for healthcare,0.0759,7.59%,0.1843,18.43%
origin,OH,Ohio,Work,31 other terms,0.0141,1.41%,0.059,5.8999999999999995%
origin,OH,Ohio,Work,help find work,0.0141,1.41%,0.2696,26.96%
origin,OH,Ohio,Work,job placement,0.0141,1.41%,0.3501,35.010000000000005%
origin,OH,Ohio,Work,work,0.0141,1.41%,0.3214,32.14%
"",OH,Ohio,origin,origin,0,"",0,""
origin,OK,Oklahoma,Care,175 other terms,0.0544,5.4399999999999995%,0.3415,34.150000000000006%
origin,OK,Oklahoma,Care,animal welfare,0.0544,5.4399999999999995%,0.0913,9.13%
origin,OK,Oklahoma,Care,burial & funeral help,0.0544,5.4399999999999995%,0.0967,9.67%
origin,OK,Oklahoma,Care,head start,0.0544,5.4399999999999995%,0.0626,6.2600000000000007%
origin,OK,Oklahoma,Care,navigating the system,0.0544,5.4399999999999995%,0.0682,6.8199999999999994%
origin,OK,Oklahoma,Care,support groups,0.0544,5.4399999999999995%,0.1875,18.75%
origin,OK,Oklahoma,Care,support network,0.0544,5.4399999999999995%,0.1521,15.21%
origin,OK,Oklahoma,Education,36 other terms,0.0182,1.82%,0.2827,28.27%
origin,OK,Oklahoma,Education,english as a second language (esl),0.0182,1.82%,0.0554,5.54%
origin,OK,Oklahoma,Education,ged/high-school equivalency,0.0182,1.82%,0.1033,10.33%
origin,OK,Oklahoma,Education,more education,0.0182,1.82%,0.2037,20.369999999999997%
origin,OK,Oklahoma,Education,skills & training,0.0182,1.82%,0.1497,14.97%
origin,OK,Oklahoma,Education,specialized training,0.0182,1.82%,0.0976,9.76%
origin,OK,Oklahoma,Education,supported employment,0.0182,1.82%,0.1076,10.76%
origin,OK,Oklahoma,Food,81 other terms,0.2852,28.52%,0.1326,13.26%
origin,OK,Oklahoma,Food,emergency food,0.2852,28.52%,0.0501,5.01%
origin,OK,Oklahoma,Food,food delivery,0.2852,28.52%,0.0648,6.4799999999999995%
origin,OK,Oklahoma,Food,food pantry,0.2852,28.52%,0.7525,75.25%
origin,OK,Oklahoma,Goods,206 other terms,0.0622,6.22%,0.2943,29.43%
origin,OK,Oklahoma,Goods,baby supplies,0.0622,6.22%,0.0757,7.57%
origin,OK,Oklahoma,Goods,clothing,0.0622,6.22%,0.2897,28.970000000000002%
origin,OK,Oklahoma,Goods,diapers & formula,0.0622,6.22%,0.0914,9.1399999999999988%
origin,OK,Oklahoma,Goods,furniture,0.0622,6.22%,0.0953,9.53%
origin,OK,Oklahoma,Goods,home goods,0.0622,6.22%,0.0633,6.3299999999999992%
origin,OK,Oklahoma,Goods,toys & gifts,0.0622,6.22%,0.0903,9.0300000000000011%
origin,OK,Oklahoma,Health,562 other terms,0.0843,8.43%,0.6282,62.82%
origin,OK,Oklahoma,Health,dental care,0.0843,8.43%,0.0635,6.35%
origin,OK,Oklahoma,Health,disability benefits,0.0843,8.43%,0.0541,5.41%
origin,OK,Oklahoma,Health,help pay for healthcare,0.0843,8.43%,0.0867,8.67%
